Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,PCA1,PCA2,cluster
29.7,80.8,7.3,14.8,30.4,7.2,1.73,8.4,606,0.9559300424369989,-1.2086954341693619,2
20.0,79.1,1.4,3.5,22.5,4.8,0.89,10.3,407,-2.022223028046021,-0.9662336717614054,3
32.9,66.9,5.2,8.6,30.6,14.0,1.47,10.5,485,0.4421630328660437,-1.4566468024348755,2
21.8,69.0,0.7,7.9,10.2,6.3,0.95,11.6,489,-2.426058273176104,-0.6284658051467268,3
20.5,58.3,1.8,6.7,14.6,4.8,0.78,16.0,260,-3.746923876359405,-0.05168750105486257,3
25.4,59.1,16.0,16.6,15.2,6.8,1.04,10.5,439,-1.5370380878279444,0.5098466733750643,3
40.6,95.1,37.4,46.7,42.9,21.3,2.16,2.8,679,5.954522572938265,0.3729289866677386,1
28.5,69.0,16.3,25.3,23.0,7.7,1.71,5.5,344,0.5051620797464108,0.24336054076335212,2
30.3,86.7,6.2,30.2,36.5,17.8,2.31,2.9,465,3.354584232373416,-1.3676460820062724,1
28.0,76.6,24.8,35.9,28.1,13.4,1.53,7.4,440,1.4655005404874444,0.8661848528158954,0
27.0,92.6,9.9,20.1,24.3,11.1,1.19,6.2,453,0.5750734964404338,-0.6060169459348547,2
24.1,65.6,0.2,7.1,24.7,6.1,1.1,13.2,370,-1.9783186329504294,-0.8668571292787374,3
34.0,63.3,3.0,23.6,28.6,14.2,2.07,10.1,548,1.4153652533460293,-1.1899735277987946,2
23.5,62.5,1.8,7.3,25.2,3.4,1.16,11.7,501,-1.7083940339466597,-0.8667445962250436,3
22.1,50.4,4.0,11.5,14.3,9.7,0.95,13.6,466,-2.471638738233031,-0.1987584493728841,3
29.6,44.2,24.7,27.3,27.5,7.7,1.01,10.5,315,-0.8020506861308341,1.3757150759561725,3
29.8,62.8,22.2,32.8,36.9,1.1,1.55,5.0,437,1.0417706012486188,0.7741894967338716,0
26.6,54.5,3.9,10.3,24.2,5.5,1.09,10.3,580,-1.2190295738607708,-0.7798514002331464,3
35.5,84.7,9.4,20.0,25.3,14.9,1.55,6.7,626,1.891045071945575,-1.2115957164551,2
35.4,65.0,22.6,46.2,37.5,23.0,2.01,3.7,509,4.023056467351458,0.24356587358464415,1
24.7,79.4,5.9,9.0,19.3,0.7,0.91,10.6,219,-2.355447862461306,-0.19103101939347142,3
28.7,63.6,4.2,10.2,20.8,3.2,0.92,11.6,487,-1.7319353252966978,-0.5663229734986844,3
20.8,68.0,7.4,11.4,10.6,7.4,0.95,10.8,316,-2.47417053298937,0.07321440935215742,3
21.7,45.4,19.9,25.3,22.8,3.9,0.78,13.8,385,-2.3369320414394776,1.5281859211419702,3
19.4,70.6,8.2,14.2,21.1,0.4,0.99,10.2,262,-2.417413492550255,0.2718875161591379,3
26.0,68.3,7.8,13.9,11.7,2.7,0.99,12.3,307,-2.5046271249975747,0.23299138788785015,3
20.5,80.0,1.0,3.2,23.6,2.8,0.91,13.4,276,-2.671811700285783,-0.7347015005069948,3
24.3,44.2,9.5,12.5,18.8,-0.2,0.83,10.6,341,-2.8380703863970815,0.4487104563159385,3
34.0,73.4,3.5,18.7,29.6,8.2,1.38,6.5,522,0.8250488333094661,-1.1847704692893328,2
37.0,93.9,17.0,34.1,33.3,11.4,1.86,3.1,684,3.589898486839149,-0.6524959420738418,1
29.2,60.6,1.7,16.0,32.7,13.3,1.91,7.2,637,1.3577456515574422,-1.643066484133398,2
23.1,43.1,4.1,7.9,22.7,8.0,1.03,10.1,499,-1.809779024257423,-0.6070991224584565,3
19.6,55.5,0.1,3.9,18.9,5.3,1.1,10.6,198,-2.9201455311271993,-0.5457277276476545,3
26.3,66.7,1.3,5.7,16.4,5.9,0.97,15.6,205,-2.9782175900545655,-0.44033458464395536,3
24.0,56.9,2.9,6.9,13.0,8.2,1.14,11.3,360,-2.291141948375089,-0.5208539743897634,3
24.3,48.2,16.8,25.9,19.4,3.9,0.97,14.8,544,-1.929242520628172,1.1417965136773045,3
25.3,77.0,4.6,11.2,20.1,6.4,1.03,11.3,282,-1.7406606702438674,-0.44026369258923465,3
27.8,78.1,1.1,19.8,26.7,10.7,1.28,9.3,376,-0.1616169160568655,-0.8834372041356016,2
44.0,80.4,18.0,29.5,27.9,8.5,2.12,4.1,685,3.3547186730926986,-0.6871208925056214,1
22.6,46.7,19.2,26.8,26.5,6.7,0.82,13.7,354,-1.878455273717303,1.371531201650932,3
30.8,47.7,11.0,16.4,25.7,5.5,1.11,10.1,332,-1.2200529137031118,0.08518594052860048,3
22.5,68.9,3.9,8.4,12.8,4.8,1.08,10.5,447,-2.1297832002377137,-0.4778099127029435,3
26.7,54.1,4.7,16.1,21.0,6.3,1.24,5.7,613,-0.44061619584088824,-0.695102857387552,2
27.3,67.7,2.4,9.2,24.6,7.6,1.13,11.1,249,-1.5360619044294868,-0.7453257240344485,3
26.3,47.2,3.0,5.5,24.7,0.7,1.08,10.7,368,-2.3033832574675146,-0.5637693138104408,3
38.1,61.3,8.5,27.1,21.9,13.0,1.61,5.5,343,1.0555436762626016,-0.4210245287225209,2
26.6,55.2,9.7,11.1,23.5,15.7,1.87,7.1,576,0.7021185864275521,-1.0630549035792296,2
35.7,49.1,18.1,26.5,29.1,13.4,2.24,3.9,649,2.625209335871641,-0.4602707964045986,1
30.6,72.5,7.3,12.3,28.1,10.0,1.68,5.4,555,1.0596571971641535,-1.327079592463637,2
27.8,74.4,13.2,22.2,22.8,6.5,1.69,5.4,422,0.4999782467387201,-0.1482743475334813,2
30.7,76.4,18.3,31.9,27.6,11.6,1.54,5.9,516,1.6034357664856353,0.16973393262069195,2
23.5,67.6,0.2,4.3,24.5,6.4,1.19,14.6,412,-2.0120154566729713,-1.0191365521396931,3
39.0,87.2,32.8,43.8,29.9,9.0,1.03,7.6,482,2.0358333726360254,1.4903339044978663,0
33.5,43.8,46.5,61.9,22.9,5.2,1.71,10.8,523,1.2990232484451432,3.7370066050549178,0
21.8,53.6,1.9,13.1,20.8,9.0,1.43,5.0,309,-1.0548338894321554,-0.6728417495029353,3
27.4,64.6,21.8,37.7,22.3,5.6,1.45,6.4,465,0.4491825550728995,1.2155551840527399,0
31.3,65.1,26.0,33.8,27.3,22.0,2.01,4.4,631,3.1701478304339514,0.1569112133711634,1
29.9,86.8,33.4,41.3,20.6,8.3,1.46,10.6,295,0.6274805254234719,2.0567725197351248,0
30.6,93.2,5.5,9.5,28.7,15.3,1.41,5.9,393,1.1118030370495418,-1.6404667359665377,2
36.6,68.4,28.3,42.4,44.2,6.6,2.11,3.8,726,3.901819486498901,0.44074979487298227,1
28.2,50.1,8.9,16.9,17.6,0.8,1.05,10.4,291,-2.247952712193318,0.4119105110009551,3
25.6,49.2,1.5,5.8,10.9,3.8,1.04,15.7,293,-3.5285655050493743,-0.17553799909313764,3
31.5,71.1,20.4,35.1,39.2,10.9,2.11,10.5,562,2.2972681200458647,0.17303838668748014,1
41.1,71.6,6.9,30.1,37.9,8.3,1.8,3.8,713,3.055665950692781,-1.2926338318440653,1
25.6,66.5,8.5,14.5,12.9,3.7,0.94,13.2,354,-2.4651934939295543,0.26756601344918723,3
24.9,47.8,3.3,7.8,17.1,6.7,1.05,13.4,581,-2.164644538666093,-0.5781961853337223,3
24.8,58.3,13.8,19.1,14.5,9.5,1.0,12.2,437,-1.6550006957411891,0.5172002121529593,3
27.6,73.0,9.8,18.7,29.8,19.9,1.62,4.6,705,2.1801777095183503,-1.3505686279509888,2
32.4,80.4,36.4,52.2,36.8,21.1,1.76,9.0,643,3.80173408515313,1.4238480537533535,1
34.4,72.7,26.3,39.6,29.3,14.9,1.51,9.0,439,1.8535735823863497,0.9745750896821133,0
27.8,49.2,9.9,14.9,23.8,7.4,1.04,10.5,441,-1.2785202979331964,-0.08325126104738832,3
41.7,93.9,8.3,22.4,36.1,22.3,2.06,3.8,497,4.07173489482248,-1.9939249469434106,1
30.2,61.0,21.4,31.3,18.7,7.4,1.48,6.9,638,0.6788475277433668,0.7182599160064154,2
27.1,51.4,33.1,36.6,12.1,8.4,1.03,11.1,241,-1.3357362405193989,2.6487341060128267,3
24.4,77.3,19.6,24.8,41.2,17.6,1.85,3.8,656,2.985700699606284,-0.6872672760884193,1
28.9,56.2,30.9,40.8,23.7,9.1,1.63,6.4,572,1.3183563082429888,1.6116671363838337,0
26.6,38.3,9.7,14.7,20.3,5.2,1.07,11.4,375,-2.100845692985345,0.27031567347715574,3
24.4,48.1,14.8,19.8,24.5,4.3,0.87,12.0,381,-1.9458684056204467,0.764876571827989,3
27.4,44.7,12.7,22.1,22.0,8.7,1.18,5.8,363,-0.667553097816055,0.31184727981337745,3
36.6,49.9,2.0,14.5,30.5,9.1,1.29,5.4,565,0.630842235942989,-1.3919598295545248,2
35.7,73.1,2.8,7.9,26.9,14.5,1.77,6.2,421,1.1783932584417243,-1.8767488397981111,2
36.7,81.2,17.3,37.3,32.9,17.5,1.9,4.0,445,3.249636914709598,-0.2560857427867889,1
24.2,55.2,11.6,28.8,24.8,9.9,1.5,7.8,350,-0.2506641281611856,0.4001563337260019,2
29.6,53.4,2.6,9.9,22.2,4.6,1.09,13.7,297,-2.210168925619094,-0.4328468950625662,3
33.0,56.9,17.9,20.6,33.1,7.0,1.84,5.6,606,1.5547401271132804,-0.3781751292019042,2
20.9,69.9,0.4,6.7,23.2,4.4,0.87,15.2,520,-2.4264167370581924,-0.7725581942352834,3
25.7,42.0,10.0,17.4,22.7,7.2,1.16,10.4,384,-1.5456316717061633,0.20449976613059345,3
30.0,87.5,33.8,43.1,28.7,12.2,1.63,6.3,561,2.5469023793268026,1.355299607281265,0
23.7,73.8,3.1,4.2,11.1,4.1,0.97,14.5,447,-2.7565647086244627,-0.547134648778717,3
21.2,64.0,0.8,7.1,15.7,4.7,0.87,13.1,456,-2.739602416767446,-0.540047274233744,3
23.1,43.9,5.9,8.1,20.4,5.4,1.06,11.1,564,-1.995568817216043,-0.42175874591669343,3
21.7,53.2,10.9,15.2,25.4,6.7,1.02,16.2,301,-2.4703396129024973,0.4643504094052871,3
23.5,46.1,2.8,8.1,24.4,6.4,1.09,11.9,357,-2.2106891216647013,-0.4965324285677841,3
39.2,73.7,23.5,44.1,43.7,15.4,2.49,3.0,787,5.284530442589694,-0.36392337021981613,1
32.9,63.2,13.1,24.0,23.1,4.1,1.32,11.1,522,-0.31482996313783207,0.171784207064442,3
32.5,55.7,5.6,10.7,26.0,12.7,1.54,5.7,298,0.1680744570530458,-1.073568373602656,2
24.0,45.4,0.8,6.6,13.5,5.0,1.11,12.1,603,-2.379800485460801,-0.6931391172518355,3
33.1,69.0,6.8,15.0,36.9,15.0,1.55,3.7,712,2.3490898682145063,-1.8027163850700985,1
33.6,46.6,4.1,9.1,21.0,5.8,0.92,13.8,204,-2.4299508941456933,-0.266019076994535,3
23.9,56.6,43.9,53.1,16.5,7.1,1.13,10.8,520,-0.033318192864315144,3.601997565193364,0
32.0,71.7,7.6,19.2,22.9,10.4,1.28,5.4,560,0.6920947497566758,-0.832797082188064,2
20.5,56.2,3.8,10.4,12.3,3.1,0.98,14.5,459,-3.12255156473648,-0.000268174104877977,3
26.8,60.5,1.3,9.1,16.4,4.6,0.94,11.5,359,-2.3334853995365306,-0.5205890130053952,3
29.7,75.5,27.5,33.0,23.8,8.2,1.32,7.3,554,1.0090921621756883,1.049782148331075,0
28.5,66.5,42.6,52.4,23.2,9.6,1.63,7.9,463,1.5927081856882273,2.8675352956001197,0
20.9,50.7,0.7,7.2,11.5,3.2,0.82,12.2,298,-3.5942115840014055,-0.11014448600999985,3
26.4,58.4,10.6,15.2,26.4,6.8,1.0,10.0,350,-1.25125311429288,-0.020953993695946634,3
28.4,38.8,1.8,8.4,10.5,5.6,0.99,12.5,560,-2.531194524958057,-0.4652810965671158,3
24.1,67.6,2.9,8.9,10.8,4.4,0.96,12.4,480,-2.4500223094255515,-0.4230347547283404,3
41.3,82.5,51.7,59.3,29.5,8.0,1.61,5.3,479,3.5146345841484723,3.0144304905795756,0
25.9,44.8,1.7,7.4,24.4,6.4,0.97,10.4,574,-1.627369067297831,-0.9005488098194966,3
26.7,56.9,5.8,10.7,17.3,5.7,0.83,10.9,257,-2.4209079938029676,-0.07439200473724175,3
30.7,76.4,13.8,18.9,23.5,2.8,0.9,12.9,302,-1.427676348783858,0.40309777674201847,3
38.3,86.8,38.0,50.8,22.5,7.1,1.41,5.4,311,2.0216980312648545,2.315575215633688,0
24.2,58.2,35.6,39.3,16.7,5.0,0.92,10.6,360,-1.0951945720060396,2.8099320165098565,0
40.9,81.8,0.7,15.7,27.7,17.9,1.82,5.9,577,2.482433894030992,-2.2159121412436273,1
16.4,46.2,16.8,20.2,16.0,1.6,0.8,14.4,189,-3.7538867161987075,1.7079643478387645,3
31.1,75.3,1.5,4.9,21.1,2.0,1.14,10.5,337,-1.5631422779778235,-1.0351361364148735,3
27.8,94.0,44.7,59.3,29.8,12.5,1.46,5.7,687,3.341136665723737,2.5293220051931598,0
22.0,69.7,32.0,34.7,28.9,3.8,1.21,10.6,239,-0.6420399716857749,2.180036477580452,0
40.1,61.7,2.3,17.0,31.4,21.5,2.13,4.8,788,3.3819506847180105,-2.409144437327043,1
24.1,70.9,5.0,9.7,17.4,2.2,0.97,13.7,366,-2.5357128250503815,-0.19583167998985584,3
31.6,55.9,22.2,30.6,22.9,8.2,1.46,6.4,581,0.839455650323117,0.6913538983082048,2
31.2,75.2,56.6,62.7,23.7,15.6,1.4,5.8,480,2.9066676235199975,3.75410340998216,0
24.1,43.5,0.0,5.1,13.8,5.2,0.91,11.8,399,-3.0111957723492813,-0.5170724324415327,3
27.7,54.0,17.6,23.2,24.6,11.1,1.27,7.8,638,0.36545281593739876,0.15427396031388257,2
27.1,50.4,45.6,51.1,14.3,6.4,1.1,10.3,371,-0.40405773801847233,3.820669375594303,0
36.3,71.7,3.7,10.5,27.1,6.6,1.29,5.6,488,0.4651599612707171,-1.4264351931778445,2
27.7,76.3,12.7,17.5,24.9,7.8,1.02,11.5,536,-0.4995468146781976,-0.1721682572916942,3
39.3,67.4,12.1,19.7,22.3,7.5,1.75,5.1,514,1.3194601529458552,-0.7041314252336862,2
25.0,77.9,2.1,8.6,12.3,-0.3,1.09,14.1,269,-2.9648858356682135,-0.23885450740854963,3
24.3,67.2,7.3,11.5,24.4,4.0,1.14,11.3,277,-1.8012557592376217,-0.19152385795903243,3
22.7,69.7,9.6,24.8,32.8,14.1,1.45,5.2,607,1.2571327252244715,-0.6459005894935749,2
24.0,57.3,0.0,4.7,28.2,5.7,0.89,10.9,442,-1.863682715919027,-1.0517353416506063,3
22.3,74.3,6.5,10.9,20.7,7.6,0.92,13.0,210,-2.284601717625655,-0.10814307205586496,3
27.0,45.8,1.7,6.0,13.0,6.9,0.92,10.9,233,-2.886387862673305,-0.36131576825751194,3
23.5,66.6,13.7,20.0,20.2,5.9,0.77,11.3,347,-1.8374540318652146,0.6357457214901031,3
37.0,59.3,20.7,31.3,25.3,8.6,1.22,7.5,430,0.7013396319342298,0.6813866039007016,2
26.9,45.5,15.2,19.5,13.8,6.2,0.91,11.5,239,-2.4183676787244766,1.0274569650409124,3
27.4,67.5,32.7,40.7,21.2,4.6,1.57,6.8,458,0.7111772481634749,1.9910521563338945,0
32.3,63.1,3.0,12.2,18.1,12.3,1.36,10.4,314,-0.7893101329765219,-0.849783022613293,3
33.1,80.3,2.6,8.1,29.5,16.8,1.37,5.3,584,1.489715255741901,-2.094448027575761,2
23.6,51.9,11.0,13.6,27.9,4.3,1.2,12.1,474,-1.4679318379483448,-0.010681309967676465,3
23.1,67.4,11.5,26.7,18.0,10.9,1.83,6.5,332,0.04653093896500786,0.19420799817602358,2
29.4,72.4,4.1,7.5,27.6,3.8,1.58,3.6,629,0.6211807683472069,-1.6021888630773837,2
23.4,60.7,9.9,14.5,22.3,4.9,0.9,13.2,329,-2.2470411424677557,0.27577357242005246,3
30.3,84.5,14.1,28.8,31.1,21.1,1.42,12.1,506,1.5777467118144217,-0.3655035094158436,2
21.5,54.4,24.5,28.6,17.8,5.5,0.91,10.9,289,-1.8853858229101736,1.8720725754089955,3
24.4,48.1,21.9,29.7,11.1,12.7,0.97,10.6,572,-1.0033914682050085,1.3225394068652052,3
32.6,58.9,30.8,38.8,30.9,17.5,1.85,4.9,448,2.6040198895279656,1.0125355550387887,0
34.3,81.2,32.2,47.1,31.7,16.5,1.71,3.9,507,3.426282767637063,1.1362387744025846,1
35.2,82.6,24.9,43.4,36.3,8.1,1.99,5.7,419,2.819653393662619,0.7485776020371454,1
25.8,52.3,35.6,56.7,28.9,6.9,1.2,5.4,535,1.2124785775120344,2.777074450781994,0
29.1,65.7,1.2,5.7,25.5,5.5,0.95,11.3,576,-1.1946679675060652,-1.249333743067083,3
25.4,72.7,11.9,15.3,20.6,8.3,1.46,6.8,503,-0.05740126168377345,-0.4125137504981928,2
18.9,84.5,7.7,23.8,37.2,16.1,1.76,5.1,691,2.0894905005310487,-1.1923287010761043,2
34.1,53.4,31.9,44.3,28.7,16.6,1.54,7.5,622,2.3288563855059055,1.3901749568535744,0
28.5,58.2,1.5,9.5,17.1,4.8,0.83,10.7,376,-2.1961981975074396,-0.5473204997120639,3
31.7,58.9,36.2,39.9,20.5,5.7,0.94,14.0,565,-0.3080285452499139,2.451688583160112,0
31.5,51.8,30.4,41.3,28.9,10.9,1.34,5.6,565,1.5599668786745091,1.4880856826174107,0
26.2,51.7,3.5,9.0,27.6,5.7,0.98,10.1,542,-1.3218369976946005,-0.8254458184140983,3
44.3,59.3,6.0,17.3,28.9,10.5,1.79,5.1,643,2.127181927658712,-1.5996326676686121,2
44.5,79.6,41.4,53.1,38.4,21.8,2.44,4.7,837,6.312137297409301,0.8050549273851431,1
25.9,79.1,16.3,22.0,18.4,2.7,0.9,10.3,387,-1.337002545248896,0.6991181457865435,3
24.9,83.1,24.5,34.6,18.7,9.8,1.58,7.5,529,0.8899858723411709,1.001202669541668,0
22.8,73.0,0.6,5.4,24.1,4.2,0.87,10.6,381,-2.0129222235543796,-0.915548260451022,3
32.1,80.3,13.7,28.6,37.0,14.9,1.76,4.7,807,3.2294860806816668,-1.047365620328279,1
26.2,63.2,12.7,26.2,27.1,14.3,1.92,5.8,509,1.3646202478892242,-0.3389663320955721,2
35.7,94.8,13.5,38.4,33.2,11.0,1.65,3.9,749,3.3668716257175975,-0.6164828623445607,1
28.2,39.4,6.3,11.6,26.2,7.1,0.92,15.2,289,-2.451190462583123,-0.011473980257646142,3
24.6,46.5,2.7,9.2,18.4,3.8,1.09,10.2,296,-2.511940618026583,-0.27893716352972775,3
31.8,90.8,11.0,19.1,35.1,8.3,2.1,4.2,513,2.3893973322214612,-1.255798438708455,1
27.4,82.9,13.2,31.2,25.9,9.7,1.23,6.0,539,0.9395973209694612,0.0315638989440699,2
27.7,51.1,16.1,20.2,26.0,6.0,0.99,10.6,562,-0.8160776935196897,0.36820919659432283,3
32.7,63.2,34.4,39.6,28.8,11.0,1.54,7.2,296,1.3574094227338758,1.8042388505552325,0
33.7,82.4,2.1,9.9,26.7,15.0,1.51,8.8,407,0.7205708380415226,-1.6928916697726757,2
21.5,65.3,13.8,19.2,12.5,5.7,1.05,11.2,230,-2.339950420662673,0.87697212831099,3
24.3,62.7,6.6,15.4,22.5,10.9,0.92,10.4,437,-1.212957210033128,-0.3371618184458206,3
24.5,63.2,2.0,8.7,22.9,5.0,1.07,12.3,561,-1.6290975103193475,-0.8481061535146066,3
31.0,66.8,8.7,16.8,25.0,22.1,1.4,5.9,798,1.957478784190529,-1.480024700218613,2
17.0,78.5,19.2,23.3,14.8,0.6,1.07,13.0,501,-2.034563649689758,1.2151247754964014,3
35.7,80.2,35.0,45.9,32.0,9.3,1.59,5.5,531,2.78689747400201,1.5034039081867874,0
20.1,66.0,1.0,3.5,17.0,2.6,1.02,10.6,573,-2.2613167017422438,-0.9016881294446843,3
26.6,75.1,18.7,32.7,31.1,19.6,1.73,6.8,415,1.947063636294578,0.11863378675580108,2
32.7,88.6,21.4,45.0,28.7,11.7,1.96,6.0,482,2.7071352986299595,0.6131564949561414,1
20.3,64.8,37.3,42.7,21.4,3.2,1.03,10.0,335,-0.8738360499088438,3.0200324862126386,0
33.7,57.2,20.3,33.5,27.5,15.6,1.74,5.3,531,2.049121107872864,0.2434332620365676,2
24.7,79.4,36.3,47.9,21.0,9.9,1.67,10.3,549,1.2546289755149307,2.293522463782858,0
32.6,87.0,13.2,31.4,27.2,14.7,1.61,6.1,331,1.6835985228968913,-0.19730266354736084,2
24.9,76.0,32.1,41.6,16.2,17.7,1.49,6.0,612,1.7272521453479044,1.5054600667539175,0
27.2,53.8,37.7,44.2,18.2,4.6,0.89,13.7,197,-1.5157235032336205,3.3884072116407644,3
27.6,44.8,9.8,10.1,19.2,4.9,1.01,10.8,407,-2.0126942763193143,-0.013607231723153012,3
36.3,60.8,19.8,29.7,22.1,14.6,1.27,16.3,495,0.08800765639853787,0.6737894030706927,2
33.9,78.3,16.5,31.2,30.4,19.8,1.73,4.0,411,2.671629206520976,-0.3835059545076918,1
26.3,70.5,5.7,18.9,31.5,11.7,1.24,5.4,645,0.9118561287822168,-1.0949709328634303,2
33.2,92.5,20.0,35.6,37.4,6.9,1.62,4.1,655,2.8973507805420176,-0.10345612201607872,1
26.0,85.9,0.6,12.5,25.0,6.1,2.0,6.5,544,0.6682007016951297,-1.5914181850167928,2
35.1,81.6,1.7,11.2,35.3,15.5,1.72,16.6,438,0.6485106658370835,-1.705904894609876,2
25.1,61.9,10.8,17.0,13.3,1.1,0.87,10.7,401,-2.337806103844717,0.516605838242675,3
34.3,77.6,6.9,14.1,29.1,17.0,1.87,5.4,694,2.422016273086854,-1.8711463251491427,1
33.3,92.2,5.0,25.3,29.8,19.7,1.41,3.9,494,2.39573781889629,-1.4082935406901291,1
26.8,65.2,9.7,15.8,13.4,7.7,0.81,12.8,282,-2.2945517923062813,0.35060512875599037,3
28.4,86.1,10.8,26.9,26.7,10.8,1.26,5.5,674,1.398821734669838,-0.5767342340258823,2
38.2,69.1,37.4,49.4,21.7,10.0,1.82,5.1,540,2.690651811562082,1.9279707829366912,0
31.3,80.6,19.6,32.6,31.8,3.6,2.53,3.3,662,2.9670244001839285,-0.19611123890330687,1
25.2,62.9,4.1,12.3,27.6,8.4,1.03,10.9,276,-1.4787474326943248,-0.504790378434283,3
40.4,101.8,40.1,55.1,29.8,2.7,2.18,4.1,446,3.7991537528151094,1.9584420577564468,0
23.9,54.6,0.8,5.8,18.0,-0.6,0.92,13.2,363,-3.1968050789470435,-0.3676925809152689,3
28.4,73.5,11.6,33.0,37.6,20.2,1.56,7.7,642,2.4529748860731937,-0.6391405821350178,1
27.4,52.2,14.5,18.2,12.9,2.5,1.13,11.1,560,-1.6789761172797262,0.5381050799274827,3
31.8,49.6,35.1,41.7,13.8,0.6,1.17,10.1,428,-0.7540760691159645,2.7855224562525525,0
27.6,69.8,16.8,30.0,27.7,8.9,1.74,12.2,564,0.6151632990975316,0.3346379632823661,2
23.1,77.7,5.6,11.8,21.2,4.5,0.9,10.5,385,-1.7340465438534154,-0.3738249741144276,3
29.5,60.6,1.0,18.5,26.1,7.5,1.55,8.9,438,-0.24590291535652134,-0.8772969939543338,2
25.1,51.5,5.2,14.8,27.3,8.4,1.7,8.8,551,-0.19269187117425213,-0.8112485380396669,2
34.9,78.5,2.8,19.1,29.1,17.8,1.47,6.0,534,1.7840121248350083,-1.6228901998625818,2
25.7,68.7,12.4,16.9,10.0,6.0,1.24,10.3,470,-1.4126272988233288,0.23445923736668275,3
29.9,45.5,6.8,14.3,19.4,9.4,0.98,11.5,536,-1.3406944503600322,-0.33194432756293113,3
28.5,63.1,7.0,11.9,31.0,11.7,1.28,7.6,663,0.57192505650229,-1.2417936332221324,2
30.3,52.8,2.9,12.3,20.8,6.1,1.12,5.2,642,-0.38836957279927725,-1.0444538064621849,2
24.8,78.7,17.4,21.7,24.2,3.4,0.74,12.6,580,-1.0922960309179541,0.5590084410154419,3
25.9,63.5,15.9,23.5,29.6,11.2,1.44,6.0,394,0.5293731219662458,0.07185924617441122,2
28.1,67.7,26.4,34.1,22.8,4.9,0.86,13.6,238,-1.318725343595758,1.9961704378162062,3
24.5,70.4,2.2,9.0,10.9,5.1,0.94,14.6,228,-3.1123163963037808,-0.15273433568305744,3
24.3,77.6,16.9,29.0,34.7,8.9,1.22,9.0,316,0.2232990001790626,0.4945640963503634,2
29.7,81.9,2.8,12.1,34.9,14.3,1.69,5.4,464,1.5455129779229837,-1.8392682771544369,2
34.1,76.7,3.5,10.5,21.9,3.9,1.23,10.4,299,-0.9970313791251685,-0.8380527571188268,3
21.9,67.3,12.2,16.1,24.1,4.8,0.92,10.3,244,-1.8807580292264299,0.4048368753069566,3
28.6,84.4,17.7,33.8,34.3,21.7,2.42,4.0,712,4.153245521576319,-0.8196435161058734,1
32.8,74.0,10.1,15.5,26.7,5.7,0.85,11.2,199,-1.2066487494832765,-0.07112469735109286,3
38.2,59.2,3.9,19.5,23.6,10.1,1.39,13.5,648,0.15576362842816754,-0.9282644698065836,2
31.7,70.0,8.4,19.9,24.7,9.8,1.35,6.7,438,0.38692140295901734,-0.5891454069143073,2
37.3,77.6,20.0,22.4,30.0,14.8,1.92,4.5,516,2.712255234806674,-0.6304486067205386,1
24.0,64.7,6.5,10.9,18.4,1.9,1.0,10.6,455,-2.020782954976411,-0.2255126571578686,3
28.7,59.3,6.3,16.3,22.3,5.7,1.03,10.8,213,-1.7602560983002442,-0.005977098286759725,3
27.8,76.1,1.9,10.1,39.1,4.5,1.97,5.6,479,1.0578085881714436,-1.7575863031345529,2
39.8,82.0,14.1,22.2,32.7,12.8,1.26,5.3,457,1.975938567413475,-0.7854467260348049,2
30.8,88.9,27.8,32.7,31.2,13.5,1.68,5.6,494,2.476225725874556,0.4750336673795811,1
36.5,90.3,5.1,31.6,27.9,10.5,2.12,5.1,630,2.809487838242145,-1.2208803249431786,1
32.6,64.2,48.1,51.6,30.2,15.1,1.54,5.7,355,2.5355115054383983,2.8337324843725784,0
29.6,88.9,16.3,23.7,18.7,9.6,1.37,6.9,498,0.6801300166163025,-0.032667481479303886,2
35.2,80.2,13.2,19.1,36.4,21.5,1.69,4.7,546,3.0169592366771503,-1.4273993954782078,1
23.2,72.9,29.3,39.3,20.6,7.2,1.36,5.4,299,0.24177542299371696,1.9187642178903472,0
18.5,54.2,11.8,19.9,12.9,5.5,1.14,10.1,314,-2.374141231357176,0.8117975293731448,3
32.6,69.9,5.7,14.7,11.3,6.9,0.99,10.6,536,-1.1556583904687845,-0.48298147785598683,3
32.8,71.6,23.3,30.3,23.4,16.8,1.75,7.4,632,2.126795263785964,0.1738494323966744,1
24.4,53.9,8.0,13.3,17.0,5.3,0.84,10.8,335,-2.3825794886444696,0.1775980613677365,3
21.9,74.0,14.4,19.4,17.5,4.3,1.07,10.1,483,-1.3245419172557706,0.4341413046030373,3
30.4,60.3,11.3,11.9,24.9,3.7,1.44,6.7,635,0.06935882553677261,-0.6950483330488388,2
31.0,42.0,8.4,12.3,15.1,7.3,0.88,11.8,594,-1.7198128359304001,-0.18735706893724857,3
27.4,79.5,27.5,31.7,31.0,11.2,1.35,5.3,367,1.3379556669727104,0.9072492160295312,0
34.1,80.0,14.6,22.3,26.1,16.2,1.7,5.7,321,1.6214453702043006,-0.5220587157823375,2
31.8,81.3,3.4,12.6,20.9,13.5,1.19,5.6,494,0.5138893938377564,-1.3885493531752222,2
28.7,66.8,7.3,15.0,17.2,15.1,1.28,5.6,593,0.3898306012828017,-0.9473522790953283,2
