,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density
475,22.7,69.7,9.6,24.8,32.8,14.1,1.45,5.2,607
476,24.0,57.3,0.0,4.7,28.2,5.7,0.89,10.9,442
479,22.3,74.3,6.5,10.9,20.7,7.6,0.92,13.0,210
480,27.0,45.8,1.7,6.0,13.0,6.9,0.92,10.9,233
481,23.5,66.6,13.7,20.0,20.2,5.9,0.77,11.3,347
482,37.0,59.3,20.7,31.3,25.3,8.6,1.22,7.5,430
484,26.9,45.5,15.2,19.5,13.8,6.2,0.91,11.5,239
485,27.4,67.5,32.7,40.7,21.2,4.6,1.57,6.8,458
486,32.3,63.1,3.0,12.2,18.1,12.3,1.36,10.4,314
487,33.1,80.3,2.6,8.1,29.5,16.8,1.37,5.3,584
490,23.6,51.9,11.0,13.6,27.9,4.3,1.2,12.1,474
491,23.1,67.4,11.5,26.7,18.0,10.9,1.83,6.5,332
492,29.4,72.4,4.1,7.5,27.6,3.8,1.58,3.6,629
493,23.4,60.7,9.9,14.5,22.3,4.9,0.9,13.2,329
494,30.3,84.5,14.1,28.8,31.1,21.1,1.42,12.1,506
495,21.5,54.4,24.5,28.6,17.8,5.5,0.91,10.9,289
496,24.4,48.1,21.9,29.7,11.1,12.7,0.97,10.6,572
497,32.6,58.9,30.8,38.8,30.9,17.5,1.85,4.9,448
498,34.3,81.2,32.2,47.1,31.7,16.5,1.71,3.9,507
499,35.2,82.6,24.9,43.4,36.3,8.1,1.99,5.7,419
500,25.8,52.3,35.6,56.7,28.9,6.9,1.2,5.4,535
502,29.1,65.7,1.2,5.7,25.5,5.5,0.95,11.3,576
503,25.4,72.7,11.9,15.3,20.6,8.3,1.46,6.8,503
504,18.9,84.5,7.7,23.8,37.2,16.1,1.76,5.1,691
505,34.1,53.4,31.9,44.3,28.7,16.6,1.54,7.5,622
506,28.5,58.2,1.5,9.5,17.1,4.8,0.83,10.7,376
507,31.7,58.9,36.2,39.9,20.5,5.7,0.94,14.0,565
510,31.5,51.8,30.4,41.3,28.9,10.9,1.34,5.6,565
511,26.2,51.7,3.5,9.0,27.6,5.7,0.98,10.1,542
512,44.3,59.3,6.0,17.3,28.9,10.5,1.79,5.1,643
513,44.5,79.6,41.4,53.1,38.4,21.8,2.44,4.7,837
514,25.9,79.1,16.3,22.0,18.4,2.7,0.9,10.3,387
515,24.9,83.1,24.5,34.6,18.7,9.8,1.58,7.5,529
516,22.8,73.0,0.6,5.4,24.1,4.2,0.87,10.6,381
517,32.1,80.3,13.7,28.6,37.0,14.9,1.76,4.7,807
518,26.2,63.2,12.7,26.2,27.1,14.3,1.92,5.8,509
519,35.7,94.8,13.5,38.4,33.2,11.0,1.65,3.9,749
520,28.2,39.4,6.3,11.6,26.2,7.1,0.92,15.2,289
521,24.6,46.5,2.7,9.2,18.4,3.8,1.09,10.2,296
522,31.8,90.8,11.0,19.1,35.1,8.3,2.1,4.2,513
523,27.4,82.9,13.2,31.2,25.9,9.7,1.23,6.0,539
524,27.7,51.1,16.1,20.2,26.0,6.0,0.99,10.6,562
526,32.7,63.2,34.4,39.6,28.8,11.0,1.54,7.2,296
528,33.7,82.4,2.1,9.9,26.7,15.0,1.51,8.8,407
530,21.5,65.3,13.8,19.2,12.5,5.7,1.05,11.2,230
531,24.3,62.7,6.6,15.4,22.5,10.9,0.92,10.4,437
532,24.5,63.2,2.0,8.7,22.9,5.0,1.07,12.3,561
533,31.0,66.8,8.7,16.8,25.0,22.1,1.4,5.9,798
534,17.0,78.5,19.2,23.3,14.8,0.6,1.07,13.0,501
535,35.7,80.2,35.0,45.9,32.0,9.3,1.59,5.5,531
536,20.1,66.0,1.0,3.5,17.0,2.6,1.02,10.6,573
537,26.6,75.1,18.7,32.7,31.1,19.6,1.73,6.8,415
538,32.7,88.6,21.4,45.0,28.7,11.7,1.96,6.0,482
540,20.3,64.8,37.3,42.7,21.4,3.2,1.03,10.0,335
541,33.7,57.2,20.3,33.5,27.5,15.6,1.74,5.3,531
542,24.7,79.4,36.3,47.9,21.0,9.9,1.67,10.3,549
543,32.6,87.0,13.2,31.4,27.2,14.7,1.61,6.1,331
544,24.9,76.0,32.1,41.6,16.2,17.7,1.49,6.0,612
546,27.2,53.8,37.7,44.2,18.2,4.6,0.89,13.7,197
547,27.6,44.8,9.8,10.1,19.2,4.9,1.01,10.8,407
548,36.3,60.8,19.8,29.7,22.1,14.6,1.27,16.3,495
550,33.9,78.3,16.5,31.2,30.4,19.8,1.73,4.0,411
551,26.3,70.5,5.7,18.9,31.5,11.7,1.24,5.4,645
552,33.2,92.5,20.0,35.6,37.4,6.9,1.62,4.1,655
553,26.0,85.9,0.6,12.5,25.0,6.1,2.0,6.5,544
554,35.1,81.6,1.7,11.2,35.3,15.5,1.72,16.6,438
555,25.1,61.9,10.8,17.0,13.3,1.1,0.87,10.7,401
556,34.3,77.6,6.9,14.1,29.1,17.0,1.87,5.4,694
557,33.3,92.2,5.0,25.3,29.8,19.7,1.41,3.9,494
558,26.8,65.2,9.7,15.8,13.4,7.7,0.81,12.8,282
559,28.4,86.1,10.8,26.9,26.7,10.8,1.26,5.5,674
561,38.2,69.1,37.4,49.4,21.7,10.0,1.82,5.1,540
562,31.3,80.6,19.6,32.6,31.8,3.6,2.53,3.3,662
563,25.2,62.9,4.1,12.3,27.6,8.4,1.03,10.9,276
564,40.4,101.8,40.1,55.1,29.8,2.7,2.18,4.1,446
565,23.9,54.6,0.8,5.8,18.0,-0.6,0.92,13.2,363
566,28.4,73.5,11.6,33.0,37.6,20.2,1.56,7.7,642
567,27.4,52.2,14.5,18.2,12.9,2.5,1.13,11.1,560
568,31.8,49.6,35.1,41.7,13.8,0.6,1.17,10.1,428
569,27.6,69.8,16.8,30.0,27.7,8.9,1.74,12.2,564
570,23.1,77.7,5.6,11.8,21.2,4.5,0.9,10.5,385
573,29.5,60.6,1.0,18.5,26.1,7.5,1.55,8.9,438
574,25.1,51.5,5.2,14.8,27.3,8.4,1.7,8.8,551
575,34.9,78.5,2.8,19.1,29.1,17.8,1.47,6.0,534
576,25.7,68.7,12.4,16.9,10.0,6.0,1.24,10.3,470
577,29.9,45.5,6.8,14.3,19.4,9.4,0.98,11.5,536
578,28.5,63.1,7.0,11.9,31.0,11.7,1.28,7.6,663
579,30.3,52.8,2.9,12.3,20.8,6.1,1.12,5.2,642
580,24.8,78.7,17.4,21.7,24.2,3.4,0.74,12.6,580
581,25.9,63.5,15.9,23.5,29.6,11.2,1.44,6.0,394
582,28.1,67.7,26.4,34.1,22.8,4.9,0.86,13.6,238
583,24.5,70.4,2.2,9.0,10.9,5.1,0.94,14.6,228
584,24.3,77.6,16.9,29.0,34.7,8.9,1.22,9.0,316
586,29.7,81.9,2.8,12.1,34.9,14.3,1.69,5.4,464
587,34.1,76.7,3.5,10.5,21.9,3.9,1.23,10.4,299
589,21.9,67.3,12.2,16.1,24.1,4.8,0.92,10.3,244
590,28.6,84.4,17.7,33.8,34.3,21.7,2.42,4.0,712
591,32.8,74.0,10.1,15.5,26.7,5.7,0.85,11.2,199
592,38.2,59.2,3.9,19.5,23.6,10.1,1.39,13.5,648
593,31.7,70.0,8.4,19.9,24.7,9.8,1.35,6.7,438
594,37.3,77.6,20.0,22.4,30.0,14.8,1.92,4.5,516
595,24.0,64.7,6.5,10.9,18.4,1.9,1.0,10.6,455
596,28.7,59.3,6.3,16.3,22.3,5.7,1.03,10.8,213
597,27.8,76.1,1.9,10.1,39.1,4.5,1.97,5.6,479
598,39.8,82.0,14.1,22.2,32.7,12.8,1.26,5.3,457
599,30.8,88.9,27.8,32.7,31.2,13.5,1.68,5.6,494
600,36.5,90.3,5.1,31.6,27.9,10.5,2.12,5.1,630
601,32.6,64.2,48.1,51.6,30.2,15.1,1.54,5.7,355
602,29.6,88.9,16.3,23.7,18.7,9.6,1.37,6.9,498
603,35.2,80.2,13.2,19.1,36.4,21.5,1.69,4.7,546
604,23.2,72.9,29.3,39.3,20.6,7.2,1.36,5.4,299
606,18.5,54.2,11.8,19.9,12.9,5.5,1.14,10.1,314
607,32.6,69.9,5.7,14.7,11.3,6.9,0.99,10.6,536
608,32.8,71.6,23.3,30.3,23.4,16.8,1.75,7.4,632
609,24.4,53.9,8.0,13.3,17.0,5.3,0.84,10.8,335
610,21.9,74.0,14.4,19.4,17.5,4.3,1.07,10.1,483
611,30.4,60.3,11.3,11.9,24.9,3.7,1.44,6.7,635
613,31.0,42.0,8.4,12.3,15.1,7.3,0.88,11.8,594
614,27.4,79.5,27.5,31.7,31.0,11.2,1.35,5.3,367
615,34.1,80.0,14.6,22.3,26.1,16.2,1.7,5.7,321
616,31.8,81.3,3.4,12.6,20.9,13.5,1.19,5.6,494
617,28.7,66.8,7.3,15.0,17.2,15.1,1.28,5.6,593
618,29.9,46.2,5.9,12.2,13.3,4.7,0.99,10.0,377
619,30.8,66.2,25.8,28.9,18.1,6.8,1.0,5.2,603
620,26.4,66.0,3.5,14.4,23.7,7.0,1.74,5.0,511
621,25.2,85.8,47.2,55.6,25.4,11.5,1.35,7.8,337
622,19.7,68.0,4.7,8.4,24.8,5.5,0.77,10.6,297
623,25.4,77.4,4.4,16.3,23.9,11.2,1.5,5.6,652
625,19.7,42.8,13.1,20.8,21.3,3.5,0.96,11.3,452
626,30.2,86.5,6.2,20.8,35.9,18.1,2.03,4.8,420
627,23.6,42.9,24.6,27.4,21.3,6.7,0.88,10.9,562
628,31.0,73.1,23.4,32.4,31.7,12.9,1.57,6.1,464
629,24.1,61.0,10.3,15.5,20.0,4.1,0.94,14.3,203
630,32.5,75.0,55.6,61.0,29.6,9.7,1.7,5.8,455
633,21.9,69.6,7.1,9.6,24.7,2.6,1.11,12.7,423
634,29.3,79.8,3.9,13.9,21.9,6.4,1.72,7.0,337
635,28.3,64.4,5.8,11.8,20.5,4.0,0.98,11.6,485
636,23.4,67.7,55.9,57.8,20.9,6.9,0.93,11.2,364
638,39.1,85.2,7.1,27.9,35.5,8.9,2.21,3.8,622
640,33.4,69.8,5.8,14.5,38.2,8.4,1.66,12.0,444
641,24.3,74.5,2.4,8.1,26.0,7.9,1.09,12.8,329
642,30.7,80.5,19.9,34.2,19.9,8.4,1.43,6.8,527
644,26.8,50.5,3.5,7.3,12.3,4.8,1.15,12.3,262
645,30.9,78.3,10.5,24.0,35.2,15.4,1.35,11.6,326
646,25.8,70.1,7.1,10.7,26.5,4.1,0.94,11.2,344
647,29.3,67.6,11.4,16.8,26.7,9.1,0.83,10.9,488
648,33.2,67.6,28.0,36.5,30.3,19.0,1.99,3.8,571
649,37.7,78.2,22.0,25.8,17.9,9.3,1.97,6.0,697
650,27.2,75.0,2.6,15.4,23.5,10.7,1.31,6.2,500
652,23.0,79.9,0.3,9.8,23.0,10.2,1.73,8.9,264
653,23.6,49.7,10.3,14.0,17.9,5.5,0.87,10.9,595
654,43.1,102.0,1.5,12.4,31.9,18.9,2.2,3.9,492
655,29.6,74.8,15.3,28.4,20.2,10.4,1.45,5.6,373
656,23.4,86.5,6.0,21.3,21.1,20.9,2.44,6.3,505
657,31.4,76.2,4.6,20.9,26.2,11.3,1.49,6.8,296
658,31.7,78.9,18.4,33.4,37.2,12.4,1.3,6.3,500
659,44.3,88.4,2.6,13.3,35.0,16.2,2.31,4.8,757
660,24.3,76.5,27.1,34.1,23.4,3.1,0.98,11.0,387
661,21.9,71.4,15.0,19.3,18.2,1.6,1.0,18.8,505
663,37.3,86.8,41.6,62.9,33.0,20.0,2.09,5.1,734
664,21.2,55.9,7.8,10.7,19.7,7.6,1.14,12.1,436
665,24.4,67.7,0.3,4.3,17.0,6.9,0.93,13.3,370
666,27.1,88.3,20.9,25.4,35.1,4.5,1.75,6.1,506
668,23.2,51.7,49.0,56.7,17.7,21.3,1.59,7.4,621
669,39.6,72.4,17.7,29.3,38.1,21.8,2.31,3.3,790
671,27.4,73.3,4.1,8.8,17.5,2.8,1.14,12.3,337
672,26.4,53.4,23.2,33.9,17.2,9.9,1.29,7.5,392
673,29.1,52.3,15.2,32.4,25.4,8.8,1.47,6.4,663
674,31.5,48.2,6.7,11.7,15.6,3.7,1.29,11.6,269
675,30.6,71.3,12.1,16.0,14.8,5.5,1.01,10.6,500
676,29.0,70.1,28.8,40.1,23.1,0.8,1.54,7.0,531
677,39.2,47.2,7.8,13.0,31.6,12.5,1.85,8.8,371
678,32.5,80.7,27.8,41.2,41.6,12.9,1.74,4.2,623
679,36.2,62.4,34.7,53.1,22.8,7.8,1.27,6.7,407
680,24.5,47.0,7.0,10.9,25.6,7.9,0.86,11.1,458
683,28.9,69.2,9.7,20.5,29.3,6.5,1.29,5.0,552
684,27.0,86.7,4.7,20.1,28.6,8.9,1.74,9.6,653
685,23.1,72.0,0.4,7.5,13.9,8.1,0.95,10.2,310
686,38.8,78.7,3.1,21.2,43.4,16.0,2.02,3.6,772
687,25.3,64.5,30.9,47.8,27.8,11.3,1.63,5.3,389
688,41.2,80.2,10.8,34.5,25.7,11.4,2.08,3.7,714
689,26.6,67.8,11.2,12.1,28.3,4.1,1.01,11.9,551
690,33.6,67.3,25.8,34.1,29.3,16.5,1.55,3.8,425
691,43.7,89.5,5.3,18.6,36.3,7.7,1.83,4.0,656
692,29.0,73.7,13.5,19.5,17.1,10.8,1.55,10.2,499
693,29.9,74.6,5.4,10.0,18.3,3.4,0.98,12.7,263
695,24.5,51.9,14.5,21.4,13.4,3.7,1.08,11.3,379
696,27.9,89.6,11.5,8.6,21.7,15.8,1.27,5.2,618
697,18.5,51.6,3.8,6.4,26.3,8.3,1.17,10.6,215
698,26.5,60.2,10.0,17.4,25.4,5.2,1.51,6.6,432
699,29.3,63.2,12.7,25.8,23.3,16.6,2.15,4.2,839
700,25.2,44.3,5.5,12.4,22.0,3.4,1.06,10.1,470
702,25.0,87.2,4.0,6.4,32.9,9.4,1.57,5.9,662
703,31.0,75.0,8.9,17.1,30.1,5.3,1.72,3.7,531
704,26.2,65.8,12.5,16.9,14.7,3.5,0.92,12.0,432
705,26.5,54.1,12.3,15.3,20.3,5.3,0.99,12.7,374
706,28.2,52.0,15.9,19.6,21.0,5.3,1.16,19.4,496
707,31.1,64.9,3.7,11.2,21.3,7.9,1.02,11.5,233
709,22.0,52.2,12.3,19.1,27.3,4.9,0.86,12.0,316
710,20.3,56.2,21.8,28.8,18.9,2.7,0.96,10.2,335
711,27.5,69.6,23.3,31.1,37.9,9.4,1.57,7.5,505
712,26.2,60.0,41.2,58.0,26.4,22.2,1.54,11.0,609
713,32.1,89.0,1.0,18.5,32.4,9.8,1.95,6.8,545
714,29.4,72.5,12.0,15.1,26.6,9.9,1.47,8.5,487
715,31.8,85.7,12.3,13.9,20.6,15.5,1.21,5.1,372
716,24.1,60.2,2.5,10.1,23.2,5.0,0.79,11.2,488
718,25.0,68.6,9.8,13.2,23.1,4.2,0.98,11.1,578
719,26.5,54.9,0.9,3.5,12.6,6.1,1.01,14.5,368
720,29.3,75.2,14.7,27.1,27.9,11.5,1.56,5.3,428
721,18.9,57.2,6.0,9.6,19.3,1.1,0.93,12.4,409
722,32.4,62.2,39.6,52.6,28.7,15.8,1.33,6.1,463
723,34.6,69.0,49.0,62.9,26.9,12.1,2.2,6.0,721
724,32.1,80.5,0.6,13.3,25.9,20.0,1.59,9.0,403
725,23.2,73.9,1.6,5.5,13.8,4.2,0.98,14.0,494
726,32.4,93.5,31.6,45.9,32.9,13.6,2.15,6.6,482
727,27.2,70.5,37.6,41.9,18.9,13.9,1.68,8.2,579
728,32.8,51.1,8.0,13.4,13.3,4.6,0.93,11.9,410
729,25.8,76.0,9.3,13.3,18.8,4.0,0.89,13.3,321
730,37.7,78.2,9.2,18.9,35.2,9.7,1.49,5.3,318
731,25.7,78.3,1.2,8.0,18.5,5.3,1.09,16.4,526
732,29.6,65.3,13.3,19.6,16.0,5.1,1.01,15.5,198
733,32.2,79.4,4.0,11.0,32.9,10.9,1.25,9.5,651
734,22.4,46.5,7.1,12.7,27.8,3.4,0.92,10.9,473
735,24.4,70.5,28.9,39.2,18.7,5.9,0.95,12.9,342
736,33.3,94.3,37.2,41.0,35.3,11.8,2.33,8.5,770
737,27.8,70.7,16.4,21.2,21.0,8.7,1.27,9.7,377
738,35.5,73.2,45.6,49.2,31.7,11.6,1.44,5.6,444
739,31.7,67.7,7.0,11.0,26.8,7.0,1.18,10.4,530
740,31.7,61.4,7.9,20.8,27.7,12.6,1.68,7.5,574
741,26.8,39.3,10.0,12.5,20.9,5.7,1.0,10.6,494
742,31.1,67.6,2.2,5.5,11.3,0.8,1.12,10.8,344
743,27.9,59.3,45.9,56.0,27.0,6.7,1.4,6.7,633
744,32.6,77.3,12.9,33.1,38.9,8.3,1.86,4.3,529
745,28.3,74.9,2.1,10.2,26.3,8.3,1.59,5.1,342
746,28.5,57.3,18.4,34.9,32.7,13.9,2.54,5.0,486
747,26.9,79.7,17.3,27.3,27.2,0.0,1.45,7.5,575
748,32.0,58.7,5.2,8.9,19.0,3.0,1.01,11.1,437
749,26.6,44.0,3.5,7.1,23.9,7.2,0.97,11.0,417
750,23.3,55.0,2.0,12.5,19.2,5.7,1.12,10.6,339
751,24.3,92.5,25.8,32.4,30.8,13.7,1.69,6.0,268
752,23.6,46.8,3.1,8.1,12.2,3.2,1.06,10.2,543
753,26.3,74.2,0.1,10.9,32.6,10.4,1.38,7.7,511
756,32.2,65.9,1.3,20.9,46.3,21.0,1.82,4.8,634
758,25.8,87.9,7.3,19.7,30.0,16.8,1.38,5.5,326
759,43.2,110.8,36.4,55.4,42.4,16.8,2.38,4.6,531
760,26.6,68.5,10.4,16.2,25.7,2.2,0.85,10.9,231
761,19.4,54.5,15.7,33.5,19.9,11.7,1.79,5.3,362
762,31.9,68.5,7.2,19.3,20.7,1.9,1.46,12.4,537
764,22.0,71.9,6.8,9.7,24.7,7.3,1.06,10.5,542
765,25.7,57.0,16.2,21.2,19.2,0.1,1.0,10.8,323
766,35.9,69.4,25.0,38.3,25.9,12.0,1.72,5.6,549
767,30.2,91.2,6.4,13.6,25.8,10.8,1.54,7.3,685
769,32.3,69.5,0.4,10.8,32.6,8.2,1.35,5.8,643
770,42.1,59.8,6.5,22.9,24.8,9.0,1.54,5.9,383
771,27.3,57.7,4.9,10.6,17.9,1.4,0.92,12.8,397
772,25.4,45.4,1.9,9.7,26.4,7.4,1.02,13.8,558
773,28.1,89.9,31.9,39.6,21.3,15.8,1.72,5.6,697
774,36.1,82.0,6.8,15.7,31.5,12.7,2.43,3.7,767
775,29.4,68.8,22.8,25.4,14.3,5.7,1.07,12.2,358
777,28.2,63.5,0.7,13.0,27.3,9.4,1.65,7.6,531
778,26.7,67.6,3.9,7.9,23.5,6.2,0.99,10.4,366
779,24.4,79.0,7.5,10.3,28.1,4.6,1.49,5.7,473
781,33.7,49.4,28.2,36.7,41.2,16.3,1.85,3.5,568
782,29.7,61.4,18.3,31.4,30.6,17.0,1.42,5.2,396
783,28.7,80.8,16.6,27.3,34.8,15.0,1.75,5.3,446
784,26.1,58.4,9.8,16.3,25.6,7.1,0.89,14.8,458
786,28.0,88.7,13.5,25.9,23.7,18.5,0.94,8.6,546
788,28.3,39.7,52.1,56.7,28.9,0.6,0.99,15.1,384
789,27.9,87.6,22.8,38.3,27.4,4.9,1.42,6.3,443
790,37.8,64.8,0.2,23.6,17.8,6.6,1.71,5.2,643
791,32.2,83.0,40.7,55.0,18.8,3.3,1.76,3.9,669
792,22.2,78.5,5.7,7.5,19.7,5.0,1.15,13.1,514
793,32.5,85.1,24.8,46.3,29.1,13.2,1.89,5.9,599
794,19.8,53.7,17.0,19.9,15.9,7.0,1.04,10.8,564
795,28.5,47.7,0.0,5.3,26.2,2.6,1.13,12.2,474
797,28.5,59.7,7.7,15.5,25.6,21.4,1.46,5.3,423
798,34.2,51.9,4.1,11.6,14.5,5.4,1.17,10.2,421
799,33.2,80.6,18.5,32.1,23.0,21.3,1.84,5.4,793
800,37.2,111.3,0.2,8.8,31.9,18.5,2.12,7.7,753
801,27.5,81.3,36.0,45.5,21.3,12.7,1.66,7.7,395
802,29.7,46.7,0.4,12.9,33.2,4.5,1.63,5.2,541
803,26.6,72.4,30.3,31.5,22.5,4.4,1.05,11.8,320
804,32.3,91.2,1.7,15.7,33.5,7.2,2.33,7.2,535
805,26.7,66.0,0.5,5.4,20.9,-0.6,0.87,10.1,422
807,31.9,70.1,5.5,17.5,44.2,17.2,1.65,4.1,506
808,27.4,63.2,24.9,35.3,30.7,8.8,1.5,5.6,631
810,30.4,48.7,0.1,6.6,24.2,9.1,1.63,6.1,536
811,28.7,63.2,10.7,16.8,22.0,6.4,0.76,15.0,319
812,24.8,60.1,0.1,1.7,17.5,5.9,0.99,13.3,457
813,30.8,85.8,27.0,29.1,18.5,11.0,1.54,8.7,466
814,28.4,48.3,13.5,15.7,18.2,4.1,1.2,10.2,503
815,28.2,55.4,3.4,13.1,18.2,3.8,1.2,6.6,296
816,23.6,55.5,1.2,2.2,24.5,9.7,1.03,10.5,349
817,27.5,76.2,16.6,24.3,32.4,17.8,1.97,5.2,577
818,24.7,46.2,22.9,25.0,14.4,5.0,0.78,10.1,356
819,22.1,64.6,13.1,17.7,15.6,4.9,0.99,10.5,468
820,32.9,97.0,10.0,32.7,39.7,12.4,2.24,4.3,640
821,38.5,81.3,43.9,52.4,39.8,8.6,1.55,3.5,670
822,46.4,63.7,17.3,28.0,46.5,14.6,2.26,4.2,658
823,30.2,62.1,40.2,47.5,20.3,14.7,1.76,5.1,574
824,41.7,64.8,2.3,11.2,22.4,7.6,1.22,6.6,452
825,40.9,80.9,13.5,26.8,37.5,16.2,2.38,3.8,630
827,23.8,54.2,2.6,5.1,18.7,6.8,1.12,12.2,351
828,27.2,90.5,13.9,22.7,26.6,12.8,1.29,7.6,616
830,23.2,60.0,4.7,7.3,26.3,7.5,0.98,11.5,535
831,20.2,61.3,21.3,25.9,14.1,7.1,0.91,10.5,577
832,22.0,50.9,23.6,28.9,19.0,4.6,1.02,10.1,303
833,29.1,52.6,14.0,18.7,17.6,7.7,1.04,10.4,456
835,21.7,50.0,21.5,25.1,12.2,7.0,1.13,11.1,311
837,28.1,39.9,2.8,7.6,18.2,4.8,1.08,10.8,470
838,25.5,43.5,5.2,9.6,24.4,8.8,0.98,11.4,284
839,25.0,49.7,1.1,5.4,17.9,5.0,1.15,10.5,447
840,36.8,82.8,7.3,17.9,33.2,17.0,1.9,4.3,678
841,29.3,75.2,43.5,48.7,22.7,7.7,1.61,11.8,370
842,24.9,56.5,2.4,7.0,18.6,6.1,1.12,13.7,333
844,25.9,78.4,27.5,33.5,26.0,4.3,1.03,11.2,360
845,20.3,75.5,8.6,14.6,14.7,4.6,0.99,16.3,297
846,25.8,77.7,21.7,29.9,13.6,6.3,0.85,12.4,549
847,25.9,87.6,28.6,47.1,23.1,6.4,1.46,5.6,490
848,26.1,46.3,4.7,10.9,19.3,3.2,1.18,17.6,471
849,25.4,81.0,22.9,36.8,38.3,9.5,1.59,7.6,543
850,36.5,78.5,4.7,11.3,30.3,13.9,1.33,6.5,412
851,28.8,42.9,4.8,12.8,17.7,2.0,0.87,10.1,561
852,28.0,76.0,14.1,25.0,28.4,4.2,2.3,4.6,740
853,38.7,98.8,9.1,30.9,40.2,21.0,2.33,2.8,827
854,26.9,59.1,21.4,33.0,22.2,9.2,1.14,5.5,398
855,24.7,51.4,3.5,9.4,14.6,4.3,0.85,11.6,215
857,23.4,64.4,7.2,11.4,12.4,6.2,1.01,13.5,295
858,31.4,51.5,6.0,15.4,22.0,11.4,1.29,6.8,370
859,25.6,80.7,15.7,18.4,15.3,8.1,0.94,12.4,341
861,36.3,69.3,7.1,15.6,22.7,1.6,1.44,6.4,542
862,29.6,56.4,17.2,35.2,20.7,4.5,1.7,6.3,649
864,29.3,56.4,0.5,1.5,25.0,3.4,0.88,11.2,407
867,29.5,53.5,12.2,22.2,26.8,10.0,1.49,8.0,438
868,28.6,66.0,0.8,4.2,19.4,7.1,1.11,12.7,490
871,27.4,83.7,11.4,18.5,18.3,8.4,1.74,7.1,425
872,35.7,91.0,49.9,50.3,19.0,15.4,1.94,4.2,539
873,29.0,71.5,7.9,8.1,24.2,7.2,1.13,14.7,532
874,22.9,71.3,6.9,12.0,11.8,3.5,1.0,13.5,485
875,23.6,56.0,24.7,29.9,17.1,4.7,1.1,15.0,540
876,30.9,76.7,12.4,16.2,13.7,6.9,0.73,11.2,579
878,37.3,82.2,11.2,32.1,36.6,17.0,1.91,3.5,831
879,37.8,86.3,11.9,33.1,34.5,14.6,2.14,7.9,535
881,29.6,46.6,5.1,16.2,27.0,7.0,1.93,7.6,364
884,30.9,85.8,13.2,20.0,27.7,13.3,1.58,15.5,300
885,19.7,51.1,5.5,13.2,20.6,2.4,1.17,10.2,359
886,34.0,88.6,22.3,35.3,20.3,10.0,1.53,5.7,333
887,18.8,54.5,8.8,13.6,20.1,6.0,0.97,10.5,494
888,27.3,65.1,15.1,24.5,29.0,12.8,1.54,6.9,485
889,35.6,95.7,13.9,30.0,37.6,12.1,2.0,12.3,552
890,33.7,59.5,13.7,21.5,19.6,2.3,1.02,11.7,511
891,23.6,52.0,7.2,11.9,19.0,5.5,1.01,12.6,581
892,37.7,64.9,13.5,27.2,38.4,9.6,2.23,3.6,641
893,32.3,68.8,4.3,6.5,28.1,9.4,1.5,5.1,438
894,29.8,75.7,4.7,13.0,21.9,10.1,1.48,5.5,351
895,19.7,50.7,4.4,9.0,10.4,5.6,0.8,17.4,383
896,25.9,76.9,27.2,33.0,22.2,4.9,0.9,11.6,336
898,36.8,71.4,5.4,46.1,41.7,6.3,2.35,2.6,846
899,27.0,48.8,26.6,30.2,13.4,5.6,1.09,11.7,337
900,29.8,54.4,3.6,11.2,15.0,7.4,0.75,10.5,365
901,33.8,72.1,0.6,14.2,32.5,17.5,1.59,14.5,646
902,25.3,54.9,0.8,6.8,27.7,4.6,0.99,12.0,279
903,16.8,57.1,22.0,25.6,13.0,6.4,1.05,10.4,231
904,34.0,90.1,34.4,40.7,35.8,6.2,1.42,8.8,510
905,25.1,78.5,39.9,54.2,37.5,19.8,2.2,3.4,463
906,30.4,91.7,8.3,19.2,36.2,18.8,2.25,3.4,417
907,26.1,88.5,33.9,41.7,37.4,14.5,1.17,7.7,542
908,33.6,79.4,18.1,32.1,31.7,15.3,1.86,6.1,691
909,30.3,89.0,6.3,9.3,23.5,14.3,1.88,7.8,365
910,32.5,89.0,12.2,34.2,38.7,13.5,1.88,5.3,688
911,27.5,68.3,0.4,6.2,27.0,9.3,1.12,11.6,465
912,23.9,44.8,1.0,4.7,26.0,3.5,1.02,10.6,262
913,25.2,57.1,15.7,21.6,24.4,3.9,1.01,10.2,261
917,32.4,56.5,0.0,13.9,27.2,5.3,1.0,5.4,412
918,41.1,70.1,45.2,60.0,28.5,15.7,2.43,6.0,759
919,29.9,65.5,0.9,8.2,25.2,11.4,1.46,8.4,670
920,24.2,43.1,13.7,20.4,15.7,7.6,1.04,11.3,365
921,37.9,96.9,43.3,51.1,31.9,10.6,1.23,7.2,293
924,34.7,86.1,14.6,26.3,22.2,10.6,1.8,5.8,643
925,26.9,81.9,28.0,40.2,23.5,8.7,1.41,5.9,379
926,18.5,64.8,8.8,11.5,14.1,5.1,0.89,10.1,428
927,27.7,73.5,8.4,16.1,32.7,9.3,1.48,5.2,638
928,20.9,78.1,16.9,22.9,13.2,6.9,1.09,10.4,450
929,32.4,81.8,16.6,30.3,19.3,13.6,1.68,3.8,588
930,29.0,84.3,8.7,14.7,31.6,11.9,1.53,10.4,475
931,21.3,71.5,13.4,17.3,19.1,1.1,1.07,11.1,280
932,26.4,47.9,40.7,57.5,32.1,7.0,1.79,6.1,562
